"Time","propulsion.port.alternatorVoltage.last","propulsion.port.boostPressure.last",fuel,"propulsion.port.oilPressure.last","propulsion.port.revolutions.last","propulsion.port.runTime.last","propulsion.port.temperature.last","propulsion.port.transmission.oilPressure.last","propulsion.port.transmission.oilTemperature.last","propulsion.starboard.alternatorVoltage.last","propulsion.starboard.boostPressure.last","propulsion.starboard.fuel.rate.last","propulsion.starboard.oilPressure.last","propulsion.starboard.revolutions.last","propulsion.starboard.runTime.last","propulsion.starboard.temperature.last","propulsion.starboard.transmission.oilPressure.last","propulsion.starboard.transmission.oilTemperature.last"
2021-10-25 10:50:45,,,,,,,,,,,,,,,,,,
2021-10-25 10:51:00,,,,,,,,,,,,,,,,,,
2021-10-25 10:51:15,,,,,,,,,,,,,,,,,,
2021-10-25 10:51:30,,,,,,,,,,,,,,,,,,
2021-10-25 10:51:45,,,,,,,,,,,,,,,,,,
2021-10-25 10:52:00,,,,,,,,,,,,,,,,,,
2021-10-25 10:52:15,,,,,,,,,,,,,,,,,,
2021-10-25 10:52:30,,,,,,,,,,,,,,,,,,
2021-10-25 10:52:45,,,,,,,,,,,,,,,,,,
2021-10-25 10:53:00,,,,,,,,,,,,,,,,,,
2021-10-25 10:53:15,,,,,,,,,,,,,,,,,,
2021-10-25 10:53:30,,,,,,,,,,,,,,,,,,
2021-10-25 10:53:45,,,,,,,,,,,,,,,,,,
2021-10-25 10:54:00,,,,,,,,,,,,,,,,,,
2021-10-25 10:54:15,,,,,,,,,,,,,,,,,,
2021-10-25 10:54:30,,,,,,,,,,,,,,,,,,
2021-10-25 10:54:45,,,,,,,,,,,,,,,,,,
2021-10-25 10:55:00,,,,,,,,,,,,,,,,,,
2021-10-25 10:55:15,,,,,,,,,,,,,,,,,,
2021-10-25 10:55:30,,,,,,,,,,,,,,,,,,
2021-10-25 10:55:45,,,,,,,,,,,,,,,,,,
2021-10-25 10:56:00,,,,,,,,,,,,,,,,,,
2021-10-25 10:56:15,,,,,,,,,,,,,,,,,,
2021-10-25 10:56:30,,,,,,,,,,,,,,,,,,
2021-10-25 10:56:45,,,,,,,,,,,,,,,,,,
2021-10-25 10:57:00,,,,,,,,,,,,,,,,,,
2021-10-25 10:57:15,,,,,,,,,,,,,,,,,,
2021-10-25 10:57:30,,,,,,,,,,,,,,,,,,
2021-10-25 10:57:45,,,,,,,,,,,,,,,,,,
2021-10-25 10:58:00,,,,,,,,,,,,,,,,,,
2021-10-25 10:58:15,,,,,,,,,,,,,,,,,,
2021-10-25 10:58:30,,,,,,,,,,,,,,,,,,
2021-10-25 10:58:45,,,,,,,,,,,,,,,,,,
2021-10-25 10:59:00,,,,,,,,,,,,,,,,,,
2021-10-25 10:59:15,,,,,,,,,,,,,,,,,,
2021-10-25 10:59:30,,,,,,,,,,,,,,,,,,
2021-10-25 10:59:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:00:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:00:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:00:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:00:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:01:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:01:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:01:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:01:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:02:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:02:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:02:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:02:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:03:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:03:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:03:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:03:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:04:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:04:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:04:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:04:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:05:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:05:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:05:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:05:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:06:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:06:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:06:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:06:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:07:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:07:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:07:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:07:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:08:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:08:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:08:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:08:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:09:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:09:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:09:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:09:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:10:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:10:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:10:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:10:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:11:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:11:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:11:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:11:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:12:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:12:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:12:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:12:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:13:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:13:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:13:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:13:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:14:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:14:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:14:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:14:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:15:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:15:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:15:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:15:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:16:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:16:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:16:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:16:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:17:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:17:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:17:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:17:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:18:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:18:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:18:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:18:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:19:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:19:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:19:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:19:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:20:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:20:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:20:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:20:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:21:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:21:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:21:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:21:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:22:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:22:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:22:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:22:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:23:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:23:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:23:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:23:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:24:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:24:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:24:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:24:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:25:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:25:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:25:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:25:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:26:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:26:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:26:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:26:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:27:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:27:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:27:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:27:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:28:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:28:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:28:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:28:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:29:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:29:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:29:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:29:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:30:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:30:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:30:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:30:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:31:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:31:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:31:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:31:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:32:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:32:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:32:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:32:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:33:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:33:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:33:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:33:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:34:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:34:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:34:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:34:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:35:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:35:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:35:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:35:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:36:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:36:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:36:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:36:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:37:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:37:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:37:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:37:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:38:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:38:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:38:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:38:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:39:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:39:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:39:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:39:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:40:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:40:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:40:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:40:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:41:00,,,,,,,,,,,,,,,,,,
2021-10-25 11:41:15,,,,,,,,,,,,,,,,,,
2021-10-25 11:41:30,,,,,,,,,,,,,,,,,,
2021-10-25 11:41:45,,,,,,,,,,,,,,,,,,
2021-10-25 11:42:00,28.0,0,0.0,420000.0,10.0,2266200.0,296.2,2514600.0,295.2,28.0,0,0.0,424000.0,10.0,2259900.0,296.2,2452200.0,296.8
2021-10-25 11:42:15,28.2,0,0.0,416000.0,10.0,2266200.0,296.2,2499200.0,295.3,28.2,0,0.0,424000.0,10.0,2259900.0,297.2,2476400.0,297.0
2021-10-25 11:42:30,28.2,0,0.0,420000.0,9.9,2266200.0,297.2,2475400.0,295.9,28.2,0,0.0,424000.0,10.0,2259900.0,298.2,2446200.0,298.1
2021-10-25 11:42:45,28.3,0,0.0,420000.0,10.0,2266380.0,298.2,2492200.0,296.6,28.2,0,0.0,424000.0,10.0,2260080.0,298.2,2449500.0,298.6
2021-10-25 11:43:00,28.3,0,0.0,420000.0,9.9,2266380.0,299.2,2477200.0,297.1,28.2,0,0.0,424000.0,10.0,2260080.0,299.2,2451300.0,299.0
2021-10-25 11:43:15,28.3,0,0.0,420000.0,9.9,2266380.0,300.2,2473800.0,297.5,28.2,0,0.0,424000.0,10.0,2260080.0,300.2,2434100.0,299.4
2021-10-25 11:43:30,28.3,0,0.0,420000.0,10.0,2266380.0,300.2,2479900.0,297.9,28.3,0,0.0,424000.0,10.0,2260080.0,300.2,2448600.0,299.6
2021-10-25 11:43:45,28.2,0,0.0,420000.0,9.6,2266380.0,301.2,1445200.0,298.2,28.2,0,0.0,424000.0,10.0,2260080.0,301.2,2446900.0,299.9
2021-10-25 11:44:00,28.3,0,0.0,420000.0,9.9,2266380.0,302.2,2477200.0,298.8,28.3,0,0.0,424000.0,10.0,2260080.0,302.2,2437100.0,299.9
2021-10-25 11:44:15,28.3,0,0.0,420000.0,9.9,2266380.0,302.2,2477700.0,299.0,28.3,0,0.0,424000.0,10.0,2260080.0,302.2,2472200.0,300.7
2021-10-25 11:44:30,28.3,0,0.0,420000.0,9.9,2266380.0,303.2,2478600.0,298.7,28.3,0,0.0,424000.0,10.0,2260080.0,303.2,2470000.0,300.8
2021-10-25 11:44:45,28.3,0,0.0,420000.0,9.9,2266380.0,304.2,2473900.0,298.9,28.3,0,0.0,420000.0,10.0,2260080.0,303.2,2437500.0,300.8
2021-10-25 11:45:00,28.3,0,0.0,416000.0,10.0,2266380.0,304.2,2456300.0,299.1,28.3,0,0.0,424000.0,10.0,2260080.0,304.2,2426500.0,300.9
2021-10-25 11:45:15,28.3,0,0.0,416000.0,9.9,2266380.0,305.2,2499100.0,299.3,28.3,0,0.0,420000.0,10.0,2260080.0,304.2,2431000.0,301.1
2021-10-25 11:45:30,28.3,0,0.0,416000.0,10.0,2266380.0,305.2,2510200.0,299.4,28.3,0,0.0,420000.0,9.9,2260080.0,305.2,2434200.0,301.1
2021-10-25 11:45:45,28.3,0,0.0,416000.0,10.3,2266560.0,306.2,2315600.0,299.5,28.3,0,0.0,420000.0,10.0,2260260.0,306.2,2419200.0,301.2
2021-10-25 11:46:00,28.3,0,0.0,416000.0,10.0,2266560.0,306.2,2469800.0,299.9,28.3,0,0.0,420000.0,10.3,2260260.0,306.2,2218200.0,301.3
2021-10-25 11:46:15,28.3,0,0.0,412000.0,10.0,2266560.0,307.2,2469600.0,300.1,28.3,0,0.0,420000.0,10.2,2260260.0,307.2,1453100.0,301.4
2021-10-25 11:46:30,28.3,0,0.0,412000.0,10.2,2266560.0,307.2,2460800.0,300.0,28.3,0,0.0,420000.0,10.2,2260260.0,307.2,2392700.0,301.5
2021-10-25 11:46:45,28.1,0,0.0,368000.0,9.8,2266560.0,308.2,1995100.0,300.5,28.3,0,0.0,404000.0,9.8,2260260.0,308.2,1822400.0,301.7
2021-10-25 11:47:00,28.1,0,0.0,404000.0,10.0,2266560.0,308.2,2476700.0,300.3,28.1,0,0.0,408000.0,9.9,2260260.0,308.2,2384500.0,301.7
2021-10-25 11:47:15,28.1,0,0.0,404000.0,9.9,2266560.0,309.2,2469000.0,300.8,27.8,0,0.0,400000.0,10.0,2260260.0,309.2,2384300.0,301.9
2021-10-25 11:47:30,28.1,0,0.0,404000.0,10.1,2266560.0,310.2,2463700.0,300.8,27.8,0,0.0,404000.0,10.1,2260260.0,309.2,2436600.0,301.5
2021-10-25 11:47:45,28.1,0,0.0,396000.0,10.0,2266560.0,311.2,2481800.0,301.3,28.1,0,0.0,388000.0,10.0,2260260.0,310.2,2418800.0,302.3
2021-10-25 11:48:00,28.1,0,0.0,388000.0,10.0,2266560.0,311.2,2465800.0,301.1,28.1,0,0.0,440000.0,15.6,2260260.0,310.2,2470100.0,301.9
2021-10-25 11:48:15,28.1,0,0.0,380000.0,12.5,2266560.0,312.2,2484600.0,301.3,28.1,0,0.0,376000.0,11.3,2260260.0,311.2,2422200.0,302.6
2021-10-25 11:48:30,28.1,0,0.0,452000.0,19.4,2266560.0,313.2,2536100.0,301.2,28.1,0,0.0,364000.0,10.0,2260260.0,312.2,2433100.0,302.7
2021-10-25 11:48:45,28.1,0,0.0,420000.0,13.8,2266740.0,314.2,2497200.0,301.9,28.1,0,0.0,428000.0,13.5,2260440.0,313.2,2441400.0,302.7
2021-10-25 11:49:00,28.1,0,0.0,352000.0,10.0,2266740.0,315.2,2444900.0,302.3,28.1,0,0.0,348000.0,10.0,2260440.0,314.2,2414500.0,302.5
2021-10-25 11:49:15,28.2,0,0.0,344000.0,9.9,2266740.0,316.2,2455500.0,302.4,28.2,0,0.0,344000.0,9.9,2260440.0,314.2,2412200.0,302.8
2021-10-25 11:49:30,28.1,0,0.0,424000.0,14.2,2266740.0,317.2,2501500.0,302.1,28.1,0,0.0,432000.0,13.3,2260440.0,315.2,2454200.0,303.4
2021-10-25 11:49:45,28.1,0,0.0,424000.0,14.3,2266740.0,317.2,2499600.0,302.5,28.1,0,0.0,432000.0,13.3,2260440.0,315.2,2452400.0,303.7
2021-10-25 11:50:00,28.1,0,0.0,420000.0,14.2,2266740.0,318.2,2497200.0,302.7,28.1,0,0.0,428000.0,13.3,2260440.0,316.2,2450500.0,303.9
2021-10-25 11:50:15,28.1,0,0.0,436000.0,15.8,2266740.0,319.2,2512000.0,302.9,28.1,0,0.0,424000.0,13.3,2260440.0,317.2,2451500.0,304.1
2021-10-25 11:50:30,28.0,0,0.0,444000.0,19.1,2266740.0,320.2,2527000.0,303.2,28.0,0,0.0,456000.0,19.1,2260440.0,317.2,2490800.0,304.4
2021-10-25 11:50:45,28.1,0,0.0,444000.0,19.0,2266740.0,321.2,2529000.0,304.0,28.0,0,0.0,456000.0,18.9,2260440.0,318.2,2485200.0,304.9
2021-10-25 11:51:00,28.1,10000.0,0.0,464000.0,26.2,2266740.0,322.2,2575600.0,304.1,28.0,10000.0,0.0,480000.0,26.3,2260440.0,320.2,2536300.0,305.5
2021-10-25 11:51:15,28.1,10000.0,0.0,472000.0,26.3,2266740.0,324.2,2568200.0,304.9,28.0,8000.0,0.0,484000.0,26.2,2260440.0,322.2,2524600.0,305.9
2021-10-25 11:51:30,28.0,10000.0,0.0,472000.0,26.2,2266740.0,327.2,2565800.0,305.6,28.0,8000.0,0.0,480000.0,26.2,2260440.0,325.2,2517300.0,306.4
2021-10-25 11:51:45,28.0,10000.0,0.0,468000.0,26.3,2266920.0,329.2,2562500.0,306.2,28.0,8000.0,0.0,472000.0,26.2,2260620.0,327.2,2514600.0,306.8
2021-10-25 11:52:00,28.0,10000.0,0.0,460000.0,26.2,2266920.0,331.2,2560800.0,306.7,28.0,10000.0,0.0,472000.0,26.2,2260620.0,329.2,2515200.0,307.2
2021-10-25 11:52:15,28.0,10000.0,0.0,460000.0,26.2,2266920.0,333.2,2559600.0,307.1,28.0,8000.0,0.0,468000.0,26.2,2260620.0,331.2,2515000.0,307.6
2021-10-25 11:52:30,28.0,10000.0,0.0,456000.0,26.3,2266920.0,335.2,2558700.0,307.5,28.0,8000.0,0.0,464000.0,26.2,2260620.0,333.2,2518300.0,307.9
2021-10-25 11:52:45,28.0,10000.0,0.0,448000.0,26.3,2266920.0,337.2,2558700.0,307.9,28.0,8000.0,0.0,460000.0,26.3,2260620.0,335.2,2517200.0,308.3
2021-10-25 11:53:00,28.0,12000.0,0.0,452000.0,27.2,2266920.0,339.2,2562700.0,308.3,28.0,10000.0,0.0,464000.0,27.2,2260620.0,336.2,2532200.0,308.5
2021-10-25 11:53:15,28.0,14000.0,0.0,452000.0,27.2,2266920.0,340.2,2562300.0,308.7,28.0,12000.0,0.0,460000.0,27.3,2260620.0,338.2,2527600.0,308.9
2021-10-25 11:53:30,28.0,14000.0,0.0,448000.0,27.4,2266920.0,342.2,2563200.0,309.0,28.0,10000.0,0.0,456000.0,27.3,2260620.0,340.2,2521800.0,309.2
2021-10-25 11:53:45,27.9,14000.0,0.0,448000.0,27.4,2266920.0,344.2,2562300.0,309.3,28.0,10000.0,0.0,456000.0,27.3,2260620.0,342.2,2516400.0,309.5
2021-10-25 11:54:00,28.0,14000.0,0.0,444000.0,27.3,2266920.0,346.2,2558600.0,309.7,28.0,12000.0,0.0,448000.0,27.3,2260620.0,343.2,2520400.0,309.8
2021-10-25 11:54:15,27.9,14000.0,0.0,440000.0,27.4,2266920.0,344.2,2558300.0,309.9,27.9,10000.0,0.0,444000.0,27.4,2260620.0,345.2,2518900.0,310.1
2021-10-25 11:54:30,28.0,14000.0,0.0,440000.0,27.3,2266920.0,345.2,2560400.0,310.2,28.0,12000.0,0.0,440000.0,27.4,2260620.0,344.2,2504900.0,310.3
2021-10-25 11:54:45,28.0,14000.0,0.0,436000.0,27.4,2267100.0,345.2,2561000.0,310.5,27.9,12000.0,0.0,440000.0,27.4,2260800.0,344.2,2514500.0,310.6
2021-10-25 11:55:00,28.0,14000.0,0.0,436000.0,27.4,2267100.0,345.2,2559000.0,310.7,27.9,12000.0,0.0,440000.0,27.4,2260800.0,345.2,2512700.0,310.8
2021-10-25 11:55:15,28.2,0,0.0,156000.0,10.0,2267100.0,345.2,2451100.0,310.2,28.2,0,0.0,152000.0,10.0,2260800.0,345.2,2413700.0,310.3
